PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge
48881938,510000,6/5/2015,5.30E+11,R4,9,3,2.5,1620,160,10560,1,1983,NA,47620320,-122039168,478400,1182,1987,0.3647,0,78162,0.604,33.5
48882008,404500,9/2/2015,5.30E+11,R4,9,3,2,1710,480,23410,2,2003,NA,47740791,-122225364,358500,1220,1981,0.8345,0.0821,99740,0.264,37.5
48882229,420000,7/29/2015,5.30E+11,R6,9,4,1.5,2080,220,13200,1,1961,NA,47734708,-122240311,364000,743,1976,0.9185,0,99583,0.4414,41.9
48882256,449950,5/9/2015,5.30E+11,RSA 6,9,4,2,1800,210,10150,2,1958,NA,47732503,-122242062,330400,959,1978,0.5277,0,52159,0.2034,44.4
48882279,417500,8/21/2015,5.30E+11,R6,9,4,2,1550,NA,9500,1,1959,NA,47732553,-122244024,364000,743,1976,0.9185,0,99583,0.4414,41.9
48882600,452500,8/21/2015,5.30E+11,R6,9,3,2,1630,440,10772,1,1959,NA,47742781,-122248352,408600,1181,1984,0.7173,0.1391,80682,0.3596,41.2
48882609,4.00E+05,5/1/2015,5.30E+11,R6,9,4,2,1770,170,12875,1,1988,NA,47743831,-122247264,408600,1181,1984,0.7173,0.1391,80682,0.3596,41.2
48882736,601700,7/15/2015,5.30E+11,R6,9,3,2.25,1970,360,13000,1,1969,78,47743056,-122260387,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882745,775000,5/22/2015,5.30E+11,R6,9,5,2.5,2810,NA,19300,1,1978,78,47742489,-122261091,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882805,510000,8/29/2015,5.30E+11,R6,9,4,3,1790,380,12304,1,1957,NA,47742693,-122258177,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882829,750000,8/15/2015,5.30E+11,R6,9,5,3,3220,480,13900,1,1965,78,47744374,-122258792,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882831,805000,7/10/2015,5.30E+11,R6,9,3,3,3050,750,13200,1,1968,246,47744472,-122257980,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882845,665000,5/23/2015,5.30E+11,R6,9,3,2,2180,750,12000,1,1977,246,47742532,-122255996,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882846,628500,8/27/2015,5.30E+11,R6,9,5,3,3540,670,12050,2,1979,246,47742262,-122255992,468100,NA,1974,0.9636,0,119286,0.2119,51.9
48882872,170000,7/1/2015,5.30E+11,RS7.2,9,3,1,950,325,8640,1,1968,NA,47317691,-122319863,185500,NA,1961,0.9662,0,68403,0.1081,51.5
48882911,725000,7/7/2015,5.30E+11,RS 7.2,9,3,1,1270,NA,6810,1,1961,NA,47685137,-122197894,847000,1595,1976,0.6453,0.0677,99891,0.5304,28.9
48883018,523000,9/5/2015,5.30E+11,R6,9,4,3,1760,540,8000,1,1969,NA,47694211,-122116009,518100,1781,1992,0.5125,0,67650,0.192,58.4
48883043,416000,6/23/2015,5.30E+11,R6,9,3,1,960,340,7500,1,1968,NA,47694141,-122113790,518100,1781,1992,0.5125,0,67650,0.192,58.4
48883111,1275000,9/5/2015,5.30E+11,R4,9,4,3,3730,460,30700,1,1951,82,47761760,-122369315,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883116,1400000,4/2/2015,5.30E+11,R4,9,5,3.25,4140,NA,32700,1,1973,82,47763319,-122369148,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883136,1275000,9/9/2015,5.30E+11,R4,9,4,2.5,2810,NA,45302,2,1959,82,47764199,-122371288,787500,1125,1960,0.9257,0,103125,0.3475,49.4
48883160,729000,4/29/2015,5.30E+11,R4,9,3,2,1770,560,30689,1,1953,82,47764842,-122369824,787500,1125,1960,0.9257,0,103125,0.3475,49.4
48883161,620000,5/16/2015,5.30E+11,R4,9,3,1.75,1740,620,28046,1,1948,82,47765003,-122370272,787500,1125,1960,0.9257,0,103125,0.3475,49.4
48883182,1070000,4/1/2015,5.30E+11,R4,9,6,4,3560,490,21400,2,1952,82,47760157,-122372128,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883184,937500,4/21/2015,5.30E+11,R4,9,5,3.5,3130,480,21100,1,1956,82,47759701,-122372382,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883266,1525000,4/10/2015,5.30E+11,R4,9,4,5,6490,500,21000,3,1971,82,47759079,-122376168,787500,1125,1960,0.9257,0,103125,0.3475,49.4
48883429,750000,8/1/2015,5.30E+11,R4,9,4,2.75,2270,780,18000,2,1954,NA,47751192,-122378869,787500,1125,1960,0.9257,0,103125,0.3475,49.4
48883492,1289950,6/16/2015,5.30E+11,R4,9,4,3.25,3770,600,19406,1,1955,82,47755750,-122373641,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883498,1075000,9/3/2015,5.30E+11,R4,9,2,1.75,1960,650,35400,1,1954,82,47751730,-122375395,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883525,750000,7/18/2015,5.30E+11,R4,9,3,2.25,2140,NA,20700,2,1929,NA,47755608,-122366860,489200,2001,1960,0.893,0.0266,160000,0.3607,47.9
48883568,820000,8/25/2015,5.30E+11,R4,9,3,3,3100,NA,20300,2,1958,NA,47753582,-122368412,704900,875,1963,0.8438,0.0278,146364,0.4036,39.9
48883732,675000,8/13/2015,5.30E+11,SF 5000,9,3,1.5,1760,NA,4500,2,1912,NA,47670314,-122315517,560300,834,1939,0.4856,0.0545,79571,0.2134,29.6
48883775,923800,7/18/2015,5.30E+11,R3,9,3,2.5,3460,440,25039,2,1996,NA,47628038,-122106540,564400,NA,1974,0.8686,0,142273,0.4216,40.3
48883835,820000,5/22/2015,5.30E+11,SF 5000,9,3,2.25,2020,NA,4643,2,1984,NA,47634698,-122300714,721400,1322,1939,0.6601,0,89250,0.2115,36
48883935,1206505,4/7/2015,5.30E+11,SF 5000,9,3,3,3150,330,5520,2,1925,NA,47634454,-122302356,907700,1556,1939,0.7953,0,119231,0.3918,38.7
48883952,1400999,5/20/2015,5.30E+11,SF 5000,9,4,1.5,2620,NA,6160,2,1910,79,47633692,-122304813,907700,1556,1939,0.7953,0,119231,0.3918,38.7
48883969,1250000,6/25/2015,5.30E+11,SF 5000,9,4,2.5,3210,260,6090,2,1979,79,47633538,-122305382,907700,1556,1939,0.7953,0,119231,0.3918,38.7
48883996,250000,8/25/2015,5.30E+11,RS7200,9,4,2,1720,NA,7500,1,1953,82,47415632,-122322578,299200,NA,1962,0.9281,0.0748,92361,0.2449,43.7
48883999,312000,8/21/2015,5.30E+11,RS7200,9,3,2,2130,NA,6665,1,1960,82,47415662,-122323245,299200,NA,1962,0.9281,0.0748,92361,0.2449,43.7
48884030,385500,7/10/2015,5.30E+11,LDR,9,3,2.25,2220,480,7744,2,1985,NA,47470726,-122258821,252200,862,1976,0.143,0.04,36250,0.4525,27.9
48884047,278875,6/27/2015,5.30E+11,LDR,9,3,1.5,1280,NA,8700,1,1977,NA,47468331,-122257363,252200,862,1976,0.143,0.04,36250,0.4525,27.9
48884074,224000,4/25/2015,5.30E+11,UL7200,9,1,1,840,340,7203,2,1949,NA,47475638,-122301234,230700,915,1961,0.7854,0.0342,54792,0.342,32.6
48884115,310000,6/18/2015,5.30E+11,UL7200,9,3,2.5,2140,110,9575,1,1997,NA,47475281,-122297883,230700,915,1961,0.7854,0.0342,54792,0.342,32.6
48884369,1365000,7/29/2015,5.30E+11,SF 7200,9,5,3.5,4650,630,7689,2,1990,82,47693291,-122279638,552800,1700,1965,0.8911,0.0549,123861,0.3049,47.4
48884402,1100000,8/20/2015,5.30E+11,RA2.5,9,4,4,3670,910,34210,2,1998,79,47737313,-122115839,617500,NA,1982,1,0.1555,137778,0.3347,47.9
48884461,788000,7/1/2015,5.30E+11,SF 7200,9,3,1,2590,220,12000,2,1929,82,47724578,-122366774,649400,NA,1956,0.962,0.1024,134018,0.4049,48.5
48884563,520000,8/8/2015,5.30E+11,RA5,9,4,3,3250,NA,235063,1,1973,79,47258185,-122114013,297100,NA,1978,0.796,0.1023,92973,0.402,44.8
48884623,575000,8/21/2015,5.30E+11,RA10SO,9,3,2,2020,NA,415998,1,2004,NA,47355400,-122502205,357600,NA,1972,0.9705,0.1082,90337,0.1438,51.8
48884673,280000,7/25/2015,5.30E+11,RA5,9,3,2,1560,500,33541,1,1966,NA,47345347,-122104422,370800,NA,1984,0.9539,0,111397,0.4607,45.3
48884716,340000,5/16/2015,5.30E+11,RA5,9,4,2,2690,460,17859,1,1972,NA,47348052,-122106207,370800,NA,1984,0.9539,0,111397,0.4607,45.3
48884717,330000,9/29/2015,5.30E+11,RA5,9,3,1,1780,480,69696,1,1973,NA,47349166,-122106689,370800,NA,1984,0.9539,0,111397,0.4607,45.3
48884828,897250,7/7/2015,5.30E+11,R15,9,3,2.25,2670,NA,12139,2,1973,78,47552484,-122229198,834400,NA,1972,0.938,0.0292,134605,0.4229,40.5
48885004,575000,7/18/2015,5.30E+11,RA5,9,4,2.5,3050,700,217800,2,1998,78,47432079,-121992322,535100,725,1988,0.8773,0,71910,0.3118,47.6
48885064,2425000,8/26/2015,5.30E+11,R15,9,4,4,4560,990,17329,2,2000,244,47577178,-122243543,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48885079,1200000,5/5/2015,5.30E+11,R15,9,4,2.25,2320,460,13114,2,1967,79,47576180,-122239248,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48885117,1025000,7/24/2015,5.30E+11,R15,9,3,1.75,2050,NA,14300,1,1951,78,47571526,-122235556,943100,NA,1967,0.969,0.0565,174196,0.312,52.2
48885167,4250000,8/19/2015,5.30E+11,R15,9,5,5,6900,990,26023,2,2008,78,47576287,-122244060,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48885190,2600000,4/4/2015,5.30E+11,R15,9,3,4,3410,NA,16015,2,1973,78,47572185,-122238715,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48885203,4255000,8/15/2015,5.30E+11,R15,9,4,4,4080,780,15500,2,1981,78,47571047,-122237135,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48885216,430000,5/9/2015,5.30E+11,SF 7200,9,3,1.75,1210,NA,5200,1,1941,NA,47531015,-122372969,329200,1100,1944,0.8743,0,75795,0.2366,44
48885242,215000,5/13/2015,5.30E+11,LR1,9,3,1.5,1150,NA,5600,1,1949,NA,47530770,-122360801,307500,1009,1985,0.2102,0.1044,53523,0.3202,29.2
48885306,416500,7/18/2015,5.30E+11,RA5,9,3,1,1010,NA,217800,1,1970,NA,47515185,-121854482,336300,1139,1960,0.824,0.1573,91094,0.384,37.1
48885307,448000,9/5/2015,5.30E+11,RA5,9,3,2.25,1610,530,63726,2,1997,NA,47517239,-121846827,336300,1139,1960,0.824,0.1573,91094,0.384,37.1
48885346,545000,5/28/2015,5.30E+11,RA5,9,4,2.5,2340,520,29706,2,1997,NA,47517514,-121846012,336300,1139,1960,0.824,0.1573,91094,0.384,37.1
48885368,3258000,5/28/2015,5.30E+11,R16,9,5,4.75,4590,700,15074,2,2014,NA,47617175,-122231018,1000001,1478,1966,0.9095,0.072,216471,0.4181,44
48885493,2700000,6/3/2015,5.30E+11,R2.5,9,5,4.25,7220,790,17825,2,1999,78,47615080,-122102319,653600,NA,1973,0.9616,0,157625,0.5144,44.2
48885536,1610000,7/31/2015,5.30E+11,R15,9,4,2.5,3500,NA,12745,2,1967,NA,47530739,-122227666,946900,NA,1976,0.9901,0.0485,189306,0.4272,43
48885553,1255000,4/25/2015,5.30E+11,R9.6,9,4,3,3510,NA,13100,2,1966,NA,47530642,-122226840,946900,NA,1976,0.9901,0.0485,189306,0.4272,43
48885576,1299999,5/20/2015,5.30E+11,R15,9,3,2.25,3450,540,12446,2,1969,NA,47528923,-122227658,946900,NA,1976,0.9901,0.0485,189306,0.4272,43
48885580,1100000,7/3/2015,5.30E+11,R15,9,4,3,3730,NA,15370,2,1977,78,47527445,-122228319,946900,NA,1976,0.9901,0.0485,189306,0.4272,43
48885621,839000,7/2/2015,5.30E+11,SF 5000,9,3,2.5,2450,580,5768,2,2015,NA,47700179,-122363860,362700,739,1942,0.7068,0.2849,74167,0.3045,32.1
48885636,595000,9/30/2015,5.30E+11,SF 7200,9,4,3,1780,520,7658,1,1977,NA,47703652,-122375762,781700,NA,1950,0.9428,0.0611,88854,0.3156,49
48885742,615000,7/11/2015,5.30E+11,SF 7200,9,4,1.75,1780,400,10800,1,1958,78,47704511,-122369236,436000,1719,1953,0.7389,0.0742,104844,0.2423,46.2
48885774,510000,7/31/2015,5.30E+11,SF 5000,9,4,1,1430,NA,6700,2,1940,NA,47695333,-122357083,357800,870,1974,0.3935,0.0365,57875,0.1255,43.5
48885857,365000,7/1/2015,5.30E+11,R6,9,3,1,910,NA,7405,1,1970,NA,47696370,-122111736,518100,1781,1992,0.5125,0,67650,0.192,58.4
48885958,1925000,8/4/2015,5.30E+11,R9.6,9,5,3.5,5510,530,17530,1,1967,82,47532517,-122220758,946900,NA,1976,0.9901,0.0485,189306,0.4272,43
48885983,645000,6/19/2015,5.30E+11,R6,9,4,3,2520,300,8551,1,1958,78,47524180,-122203214,474700,1265,1964,0.6438,0.0882,83844,0.3745,42.4
48886000,237000,4/16/2015,5.30E+11,RS7200,9,3,2,960,280,7400,1,1962,82,47379765,-122306357,275500,797,1989,0.5556,0.1716,67540,0.4275,31.8
48886286,785000,9/16/2015,5.30E+11,UV,9,4,3,2920,540,6288,2,1999,NA,47549491,-122014152,471500,1521,2004,0.5799,0.0882,111008,0.4208,33
48886316,654000,6/20/2015,5.30E+11,UV,9,3,2.5,2160,430,3352,2,1998,NA,47546882,-122011007,471500,1521,2004,0.5799,0.0882,111008,0.4208,33
48886523,938000,8/5/2015,5.30E+11,RA5,9,4,3,3770,690,26673,2,1996,NA,47678165,-122054772,7.00E+05,1063,1992,0.8418,0.0286,162448,0.6086,32.3
48886704,257000,5/1/2015,5.30E+11,LR1,9,2,2,1220,NA,2268,1,1909,NA,47591979,-122295158,344700,478,1962,0.4659,0.0465,47321,0.2939,41.5
48886750,425000,5/30/2015,5.30E+11,SF 5000,9,4,1,1340,NA,5121,1,1921,NA,47706423,-122352403,364900,892,1953,0.6772,0.1495,71250,0.1527,40.7
48886940,506000,4/24/2015,5.30E+11,R6,9,4,3,2040,480,12000,1,1963,NA,47736161,-122240643,364000,743,1976,0.9185,0,99583,0.4414,41.9
48886955,375000,6/19/2015,5.30E+11,R6,9,3,2,2300,750,9375,1,1955,NA,47735121,-122247433,364000,743,1976,0.9185,0,99583,0.4414,41.9
48886994,552000,6/3/2015,5.30E+11,R6,9,4,2.25,2450,600,14008,1,1986,NA,47738367,-122247582,364000,743,1976,0.9185,0,99583,0.4414,41.9
48886996,581000,8/29/2015,5.30E+11,R6,9,4,3,2450,1010,15000,1,1986,NA,47738133,-122247364,364000,743,1976,0.9185,0,99583,0.4414,41.9
48887052,295000,5/1/2015,5.30E+11,R6,9,3,3,1570,400,6932,2,1993,NA,47390221,-122048544,253300,858,1986,0.4919,0.0668,43191,0.358,35.1
48887121,830000,7/15/2015,5.30E+11,R5,9,4,2.5,2500,690,8717,2,1995,NA,47662990,-122137137,472600,1914,1980,0.8889,0.0374,88250,0.1922,45.4
48887149,628000,4/14/2015,5.30E+11,SF 5000,9,4,2,1940,NA,3060,1,1911,NA,47678525,-122316611,450600,1028,1939,0.6918,0.0953,88750,0.2425,37.1
48887182,480000,4/1/2015,5.30E+11,SF 5000,9,3,1.5,1200,NA,3060,1,1910,NA,47678975,-122315036,450600,1028,1939,0.6918,0.0953,88750,0.2425,37.1
48887314,850000,7/25/2015,5.30E+11,LR3,9,3,2,1670,NA,2560,2,1903,NA,47619464,-122306630,373700,1250,1970,0.3541,0,54776,0.0702,32.1
48887388,268000,7/8/2015,5.30E+11,R7,9,3,2.25,1410,510,6500,2,1987,NA,47275858,-122147148,229200,932,1979,0.6279,0,56131,0.4806,38.8
48887394,2.00E+05,4/11/2015,5.30E+11,R7,9,3,2,1430,530,7905,1,1988,NA,47275712,-122145436,229200,932,1979,0.6279,0,56131,0.4806,38.8
48887457,235000,9/12/2015,5.30E+11,R7,9,4,1.75,1520,530,8360,2,1981,NA,47277926,-122149712,297100,NA,1978,0.796,0.1023,92973,0.402,44.8
48887477,481500,4/28/2015,5.30E+11,R6,9,3,2,1490,350,8109,1,1951,NA,47736911,-122310607,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48887542,332860,9/2/2015,5.30E+11,R6,9,3,1,910,NA,8108,1,1948,NA,47736353,-122308618,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48887573,239000,6/6/2015,5.30E+11,R6,9,1,1,590,NA,8108,1,1939,NA,47736896,-122309360,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48887784,565100,7/10/2015,5.30E+11,SF 5000,9,3,1.75,1900,280,4800,1,1951,NA,47558850,-122302439,402300,595,1959,0.7687,0,66750,0.3197,35.2
48887884,565000,7/24/2015,5.30E+11,SF 5000,9,3,1,2120,NA,5800,1,1924,79,47574075,-122313795,364500,808,1939,0.5503,0,46250,0.243,37.6
48888036,470000,9/19/2015,5.30E+11,SF 5000,9,3,2,1490,NA,4800,2,1928,NA,47562482,-122313933,344300,733,1946,0.6331,0,56782,0.3207,40.7
48888135,849950,8/12/2015,5.30E+11,R3.5,9,3,2.5,2900,600,15600,1,1976,78,47566321,-122117048,769900,NA,1984,1,0.0814,158438,0.443,40.3
48888269,925000,6/2/2015,5.30E+11,SF 5000,9,3,2,2080,NA,5000,2,1908,NA,47678531,-122393845,620000,991,1939,0.8786,0.0987,87308,0.281,45.3
48888276,590000,5/30/2015,5.30E+11,SF 5000,9,3,2,1400,NA,5000,2,1907,NA,47678253,-122394246,620000,991,1939,0.8786,0.0987,87308,0.281,45.3
48888389,575000,5/8/2015,5.30E+11,SF 5000,9,3,2,940,200,5000,1,1941,NA,47677141,-122398032,620000,991,1939,0.8786,0.0987,87308,0.281,45.3
48888449,320000,7/17/2015,5.30E+11,R2,9,4,2.25,2360,550,14884,1,1968,NA,47211434,-122008028,244700,958,1979,0.7555,0.0263,60670,0.3305,37.7
48888531,320000,8/27/2015,5.30E+11,SF 5000,9,1,1,850,290,5265,1,1946,NA,47557371,-122395283,438500,1258,1942,0.7781,0,60865,0.4713,33.8
48888556,384000,6/18/2015,5.30E+11,MUR45,9,3,2,1780,230,7314,1,1977,NA,47762604,-122336470,341800,NA,1965,0.9722,0,69700,0.4206,47.4
48888559,280000,9/10/2015,5.30E+11,MUR45,9,2,1,880,NA,9572,1,1919,NA,47762974,-122336951,341800,NA,1965,0.9722,0,69700,0.4206,47.4
48888617,489000,7/11/2015,5.30E+11,R6,9,5,1.75,2360,NA,8642,2,1926,NA,47761658,-122335349,341800,NA,1965,0.9722,0,69700,0.4206,47.4
48888690,420000,5/1/2015,5.30E+11,R6,9,3,2,1750,130,9239,1,1989,NA,47758305,-122338648,341800,NA,1965,0.9722,0,69700,0.4206,47.4
48888696,350000,7/3/2015,5.30E+11,R6,9,3,1,1030,NA,7340,1,1967,NA,47759125,-122338490,341800,NA,1965,0.9722,0,69700,0.4206,47.4
48888717,1785000,9/4/2015,5.30E+11,R15,9,5,2,2860,NA,16600,3,1989,78,47580716,-122248940,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48888723,1407800,4/16/2015,5.30E+11,R15,9,4,3,2610,NA,22554,2,1958,78,47581509,-122249323,901100,NA,1965,0.9585,0.1074,146000,0.3797,40.4
48888732,425000,5/23/2015,5.30E+11,RSA 6,9,3,1.75,1330,460,7200,1,1969,NA,47724134,-122174582,401200,1721,1977,0.8734,0,117500,0.3539,34.9
48888753,450000,6/27/2015,5.30E+11,RSA 6,9,5,2.75,1830,520,7995,1,1969,NA,47724719,-122175101,401200,1721,1977,0.8734,0,117500,0.3539,34.9
48888774,970000,5/27/2015,5.30E+11,SF 5000,9,4,2.25,2460,NA,5060,2,1909,82,47644797,-122317971,766400,1092,1939,0.4797,0,73167,0.1728,29.3
48888862,1075000,9/26/2015,5.30E+11,SF 7200,9,3,3,4700,480,10722,1,1985,78,47554352,-122261384,475600,1477,1946,0.8713,0.0556,110227,0.2757,43
48888939,852000,4/4/2015,5.30E+11,SF 7200,9,4,3,2620,460,7328,2,1983,78,47551356,-122263111,475600,1477,1946,0.8713,0.0556,110227,0.2757,43
48889008,666000,7/30/2015,5.30E+11,SF 5000,9,2,1,2000,NA,5400,2,1910,NA,47572631,-122310609,332900,845,1942,0.4925,0.1468,51250,0.1484,49.1
48889033,348000,4/9/2015,5.30E+11,LR2,9,3,1.75,1830,580,2417,1,1919,NA,47572259,-122308659,332900,845,1942,0.4925,0.1468,51250,0.1484,49.1
48889098,677500,8/13/2015,5.30E+11,SF 5000,9,4,2,1600,NA,5460,2,1940,79,47684367,-122396076,507600,1399,1946,0.9303,0.0284,121094,0.3258,42.6
48889134,377000,8/8/2015,5.30E+11,UR,9,3,3,1870,580,31332,1,1979,79,47519508,-121830339,336300,1139,1960,0.824,0.1573,91094,0.384,37.1
48889319,359500,5/20/2015,5.30E+11,SF 7200,9,3,2,1270,NA,6448,2,1944,NA,47558117,-122308709,333100,1630,1953,0.753,0,82216,0.2755,44.9
48889389,793000,4/10/2015,5.30E+11,SF 5000,9,4,3,2450,220,4080,2,1930,NA,47689871,-122318735,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4
48889397,485000,5/1/2015,5.30E+11,SF 5000,9,2,1,1080,240,4080,1,1948,NA,47689876,-122319749,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4
48889401,627500,7/11/2015,5.30E+11,SF 5000,9,2,1,1310,NA,4590,1,1925,NA,47689873,-122319069,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4
48889429,570000,9/1/2015,5.30E+11,SF 5000,9,3,2,1760,210,3990,2,1928,NA,47688772,-122320038,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4
48889458,645000,4/11/2015,5.30E+11,SF 5000,9,3,1,2270,NA,4182,1,1946,NA,47687985,-122319602,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4
48889483,678000,6/13/2015,5.30E+11,SF 5000,9,3,1,1350,NA,4590,2,1927,NA,47687702,-122319042,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4
48889526,310000,8/27/2015,5.30E+11,R8P,9,3,2,1500,510,7300,1,1975,NA,47484914,-122241543,181500,925,1969,0.5753,0.0192,54013,0.3718,42.6
48889570,387600,8/15/2015,5.30E+11,R6,9,2,1,1130,NA,8237,1,1948,NA,47735525,-122306425,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48889576,342000,6/20/2015,5.30E+11,R6,9,3,1,1130,NA,8211,1,1948,NA,47736677,-122306446,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48889580,305000,8/8/2015,5.30E+11,R6,9,2,1,1130,NA,6267,1,1948,NA,47737335,-122306392,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48889582,355000,8/25/2015,5.30E+11,R6,9,3,1,1130,NA,8201,1,1948,NA,47735845,-122305631,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48889606,430000,7/11/2015,5.30E+11,R6,9,3,1.75,1570,530,8245,1,1952,NA,47735531,-122306981,303400,875,1980,0.3264,0.0398,35665,0.4456,32.5
48889655,475000,7/14/2015,5.30E+11,RS7200,9,4,3.5,3150,910,14002,2,1995,NA,47494954,-122347552,214000,1063,1965,0.8425,0.0986,57997,0.4464,33.9
48889876,188100,6/27/2015,5.30E+11,SR6,9,3,1.75,1060,530,9070,1,1967,NA,47416497,-122199391,303200,528,1988,0.3846,0,35703,0.4802,26.4
48889933,175000,7/23/2015,5.30E+11,R4,9,3,1,980,NA,19200,1,1946,NA,47270981,-122278096,318600,1163,1982,0.9091,0,62891,0.366,42.2
48890035,350000,7/3/2015,5.30E+11,R4,9,3,1.75,1650,650,9450,1,1951,244,47264612,-122278809,318600,1163,1982,0.9091,0,62891,0.366,42.2
48890042,665000,8/18/2015,5.30E+11,R4,9,3,3,3230,1020,26040,2,1999,244,47265443,-122276806,318600,1163,1982,0.9091,0,62891,0.366,42.2
48890083,216000,4/17/2015,5.30E+11,R4,9,3,2,1290,NA,9600,1,1920,NA,47266138,-122284045,273600,1370,1986,0.8172,0.0653,76161,0.5257,35.8
48890099,235000,8/18/2015,5.30E+11,R4,9,3,2,1340,460,9600,1,1978,NA,47265484,-122284699,273600,1370,1986,0.8172,0.0653,76161,0.5257,35.8
48890111,175000,7/25/2015,5.30E+11,R4,9,2,1,860,260,4800,1,1976,NA,47265657,-122285904,273600,1370,1986,0.8172,0.0653,76161,0.5257,35.8
48890167,215000,5/21/2015,5.30E+11,R4,9,3,1,1200,NA,9600,1,1957,NA,47263777,-122280534,318600,1163,1982,0.9091,0,62891,0.366,42.2
48890241,228000,5/30/2015,5.30E+11,R4,9,3,1.5,1310,530,14400,1,1977,NA,47261813,-122281689,273600,1370,1986,0.8172,0.0653,76161,0.5257,35.8
48890277,210000,7/23/2015,5.30E+11,R4,9,3,1.5,1570,510,9600,1,1983,NA,47261886,-122284749,273600,1370,1986,0.8172,0.0653,76161,0.5257,35.8
48890405,272500,6/13/2015,5.30E+11,R4,9,3,2.25,1990,580,9600,1,1978,NA,47268426,-122289244,289400,NA,1983,0.9184,0.0866,69286,0.3047,44.3
48890433,4.00E+05,8/28/2015,5.30E+11,R4,9,3,3,1752,484,21360,1,1978,NA,47267492,-122291961,289400,NA,1983,0.9184,0.0866,69286,0.3047,44.3
48890464,230000,5/22/2015,5.30E+11,R4,9,2,1,1340,NA,9307,2,1979,NA,47269466,-122287858,289400,NA,1983,0.9184,0.0866,69286,0.3047,44.3
48890466,265500,8/29/2015,5.30E+11,R4,9,3,3,1460,420,8411,1,1974,NA,47268962,-122287441,289400,NA,1983,0.9184,0.0866,69286,0.3047,44.3
48890490,382500,9/19/2015,5.30E+11,R4,9,3,2,1770,NA,22273,2,1981,244,47270991,-122289156,289400,NA,1983,0.9184,0.0866,69286,0.3047,44.3
48890575,555500,7/1/2015,5.30E+11,R4,9,3,3,3210,590,94525,2,2004,NA,47293970,-122266954,293600,867,1980,0.8641,0.1997,85260,0.3966,42.1
48890611,370000,6/10/2015,5.30E+11,R4,9,4,4.25,3570,520,24000,2,2004,NA,47292247,-122266922,293600,867,1980,0.8641,0.1997,85260,0.3966,42.1
48890732,270000,8/1/2015,5.30E+11,R4,9,3,2,1400,560,14400,1,1990,NA,47287722,-122265976,293600,867,1980,0.8641,0.1997,85260,0.3966,42.1
48891294,1085000,5/7/2015,5.30E+11,RSA 4,9,3,2.5,2840,760,7500,2,1997,78,47704859,-122223653,595000,1882,1992,0.8728,0.0096,126397,0.379,42.5
48891474,387500,7/18/2015,5.30E+11,RSA 6,9,3,1.5,1460,340,7696,1,1972,NA,47725370,-122199268,342900,1094,1980,0.6647,0,47171,0.2915,41.1
48891489,455000,4/30/2015,5.30E+11,RSA 6,9,3,2,1640,500,9825,1,1971,NA,47724308,-122199718,342900,1094,1980,0.6647,0,47171,0.2915,41.1
48891511,389000,6/18/2015,5.30E+11,RSA 6,9,3,1,1216,290,7500,1,1972,NA,47725540,-122197988,342900,1094,1980,0.6647,0,47171,0.2915,41.1
48891514,375000,4/29/2015,5.30E+11,RSA 6,9,3,1,1310,440,8400,1,1989,NA,47725267,-122197367,342900,1094,1980,0.6647,0,47171,0.2915,41.1
